id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,rate_spawn,skills,spawn,tier,type1,type2,weight_kg
0591,"['effect-spore', 'regenerator']",뽀록나,[],[],[],[],5,0.6,0.29,0.5,0.3,0.5,50,['move_flash'],['land'],rare,grass,poison,10.5
0592,"['water-absorb', 'cursed-body', 'damp']",탱그릴,['candy_50'],['0593'],[],[],5,1.2,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],common,water,ghost,33.0
0593,"['water-absorb', 'cursed-body', 'damp']",탱탱겔,[],[],[],[],5,2.2,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],rare,water,ghost,135.0
0594,"['healer', 'hydration', 'regenerator']",맘복치,[],[],[],[],5,1.2,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,31.6
0595,"['compound-eyes', 'unnerve', 'swarm']",파쪼옥,['candy_48'],['0596'],[],[],5,0.1,0.75,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],common,bug,electric,0.6
0596,"['compound-eyes', 'unnerve', 'swarm']",전툴라,[],[],[],[],5,0.8,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],rare,bug,electric,14.3
0597,['iron-barbs'],철시드,['candy_50'],['0598'],[],[],5,0.6,1.0,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash']",['land'],common,grass,steel,18.8
0598,"['iron-barbs', 'anticipation']",너트령,[],[],[],[],5,1.0,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,grass,steel,110.0
0599,"['plus', 'minus', 'clear-body']",기어르,['candy_38'],['0600'],[],[],5,0.3,0.51,0.0,0.3,0.0,50,['move_rock-smash'],['land'],common,steel,,21.0
0600,"['plus', 'minus', 'clear-body']",기기어르,['candy_49'],['0601'],[],[],5,0.6,0.24,0.0,0.3,0.0,50,['move_rock-smash'],['land'],rare,steel,,51.0
0601,"['plus', 'minus', 'clear-body']",기기기어르,[],[],[],[],5,0.6,0.12,0.0,0.3,0.0,50,['move_rock-smash'],['land'],epic,steel,,81.0
0602,['levitate'],저리어,['candy_75'],['0603'],[],[],5,0.2,0.75,0.5,0.3,0.5,50,[],['land'],common,electric,,0.3
0603,['levitate'],저리릴,['thunder-stone'],['0604'],[],[],5,1.2,0.24,0.5,0.3,0.5,50,['move_flash'],['land'],rare,electric,,22.0
0604,['levitate'],저리더프,[],[],[],[],5,2.1,0.12,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,electric,,80.5
0604-mega,[],저리더프,[],[],[],[],5,3.0,0.12,0.5,0.3,0.5,50,[],['land'],epic,electric,,180.0
0605,"['telepathy', 'synchronize', 'analytic']",리그레,['candy_42'],['0606'],[],[],5,0.5,1.0,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,,9.0
0606,"['telepathy', 'synchronize', 'analytic']",벰크,[],[],[],[],5,1.0,0.35,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,,34.5
0607,"['flash-fire', 'flame-body', 'infiltrator']",불켜미,['candy_50'],['0608'],[],[],5,0.3,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,ghost,fire,3.1
0608,"['flash-fire', 'flame-body', 'infiltrator']",램프라,['dusk-stone'],['0609'],[],[],5,0.6,0.35,0.5,0.3,0.5,50,['move_flash'],['land'],rare,ghost,fire,13.0
0609,"['flash-fire', 'flame-body', 'infiltrator']",샹델라,[],[],[],[],5,1.0,0.18,0.5,0.3,0.5,50,['move_flash'],['land'],epic,ghost,fire,34.3
0609-mega,[],샹델라,[],[],[],[],5,2.5,0.18,0.5,0.3,0.5,50,[],['land'],epic,ghost,fire,69.6
0610,"['rivalry', 'mold-breaker', 'unnerve']",터검니,['candy_38'],['0611'],[],[],5,0.6,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,18.0
0611,"['rivalry', 'mold-breaker', 'unnerve']",액슨도,['candy_80'],['0612'],[],[],5,1.0,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,36.0
0612,"['rivalry', 'mold-breaker', 'unnerve']",액스라이즈,[],[],[],[],5,1.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dragon,,105.5
0613,"['snow-cloak', 'slush-rush', 'rattled']",코고미,['candy_40'],['0614'],[],[],5,0.5,0.47,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,ice,,8.5
0614,"['snow-cloak', 'slush-rush', 'swift-swim']",툰베어,[],[],[],[],5,2.6,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],rare,ice,,260.0
0615,['levitate'],프리지오,[],[],[],[],5,1.1,0.1,0.0,0.3,0.0,50,['move_defog'],['land'],epic,ice,,148.0
0616,"['hydration', 'shell-armor', 'overcoat']",쪼마리,['trade'],['0617'],[],[],5,0.4,0.78,0.5,0.3,0.5,50,[],['land'],common,bug,,7.7
0617,"['hydration', 'sticky-hold', 'unburden']",어지리더,[],[],[],[],5,0.8,0.29,0.5,0.3,0.5,50,[],['land'],rare,bug,,25.3
0618,"['static', 'limber', 'sand-veil']",메더,[],[],[],[],5,0.7,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_flash']",['land'],common,ground,electric,11.0
0618_galar,['mimicry'],메더,[],[],[],[],5,0.7,0.29,0.5,0.3,0.5,50,['move_surf'],['land'],common,ground,steel,20.5
0619,"['inner-focus', 'regenerator', 'reckless']",비조푸,['candy_50'],['0620'],[],[],5,0.9,0.71,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,fighting,,20.0
0620,"['inner-focus', 'regenerator', 'reckless']",비조도,[],[],[],[],5,1.4,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,35.5
0621,"['rough-skin', 'sheer-force', 'mold-breaker']",크리만,[],[],[],[],5,1.6,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dragon,,139.0
0622,"['iron-fist', 'klutz', 'no-guard']",골비람,['candy_70'],['0623'],[],[],5,1.0,0.75,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ground,ghost,92.0
0623,"['iron-fist', 'klutz', 'no-guard']",골루그,[],[],[],[],5,2.8,0.35,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,ground,ghost,330.0
0623-mega,[],골루그,[],[],[],[],5,4.0,0.35,0.0,0.3,0.0,50,[],['land'],epic,ground,ghost,330.0
0624,"['defiant', 'inner-focus', 'pressure']",자망칼,['candy_70'],['0625'],[],[],5,0.5,0.47,0.5,0.3,0.5,50,"['move_mean-look', 'move_cut', 'move_rock-smash']",['land'],rare,dark,steel,10.2
0625,"['defiant', 'inner-focus', 'pressure']",절각참,['leaders-crest'],['0983'],[],[],5,1.6,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],epic,dark,steel,70.0
0626,"['reckless', 'sap-sipper', 'soundproof']",버프론,[],[],[],[],5,1.6,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,94.6
0627,"['keen-eye', 'sheer-force', 'hustle']",수리둥보,"['candy_54', 'candy_54']","['0628', '0628_hisui']",[],[],5,0.5,0.75,0.0,0.3,1.0,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,normal,flying,10.5
0628,"['keen-eye', 'sheer-force', 'defiant']",워글,[],[],[],[],5,1.5,0.24,0.0,0.3,1.0,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,normal,flying,41.0
0628_hisui,"['keen-eye', 'sheer-force', 'tinted-lens']",워글,[],[],[],[],5,1.7,0.24,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,psychic,flying,43.4
0629,"['big-pecks', 'overcoat', 'weak-armor']",벌차이,['candy_54'],['0630'],[],[],5,0.5,0.75,1.0,0.3,0.0,50,"['move_mean-look', 'move_defog', 'move_cut', 'move_rock-smash', 'move_fly']",['land'],rare,dark,flying,9.0
0630,"['big-pecks', 'overcoat', 'weak-armor']",버랜지나,[],[],[],[],5,1.2,0.24,1.0,0.3,0.0,50,"['move_mean-look', 'move_defog', 'move_cut', 'move_rock-smash', 'move_fly']",['land'],epic,dark,flying,39.5
0631,"['gluttony', 'flash-fire', 'white-smoke']",앤티골,[],[],[],[],5,1.4,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],rare,fire,,58.0
0632,"['swarm', 'hustle', 'truant']",아이앤트,[],[],[],[],5,0.3,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,steel,33.0
0633,['hustle'],모노두,['candy_50'],['0634'],[],[],5,0.8,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,dark,dragon,17.3
0634,['hustle'],디헤드,['candy_80'],['0635'],[],[],5,1.4,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,dark,dragon,50.0
0635,['levitate'],삼삼드래,[],[],[],[],5,1.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,dark,dragon,160.0
0636,"['flame-body', 'swarm']",활화르바,['candy_59'],['0637'],[],[],5,1.1,0.18,0.5,0.3,0.5,50,[],['land'],epic,bug,fire,28.8
0637,"['flame-body', 'swarm']",불카모스,[],[],[],[],5,1.6,0.06,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],epic,bug,fire,46.0
0638,['justified'],코바르온,[],[],[],[],5,2.1,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,steel,fighting,250.0
0639,['justified'],테라키온,[],[],[],[],5,1.9,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,rock,fighting,260.0
0640,['justified'],비리디온,[],[],[],[],5,2.0,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,grass,fighting,200.0
0641,"['ptierster', 'defiant']",토네로스,[],[],[],[],5,,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,flying,,
0641-therian,['regenerator'],토네로스,[],[],[],[],5,1.4,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,flying,,63.0
0642,"['ptierster', 'defiant']",볼트로스,[],[],[],[],5,,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,electric,flying,
0642-therian,['volt-absorb'],볼트로스,[],[],[],[],5,3.0,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,electric,flying,61.0
0643,['turboblaze'],레시라무,[],[],[],[],5,3.2,0.01,0.0,0.3,0.0,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,fire,330.0
0644,['teravolt'],제크로무,[],[],[],[],5,2.9,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,electric,345.0
0645,"['sand-force', 'sheer-force']",랜드로스,[],[],[],[],5,,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,ground,flying,
0645-therian,['intimidate'],랜드로스,[],[],[],[],5,1.3,0.01,0.0,0.3,1.0,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,ground,flying,68.0
0646,['pressure'],큐레무,[],[],[],[],5,3.0,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0
0646-white,['teravolt'],큐레무,[],[],[],[],5,3.6,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0
0646-black,['turboblaze'],큐레무,[],[],[],[],5,3.3,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0
0647,['justified'],케르디오,[],[],[],[],5,,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['water'],legendary,water,fighting,
0647-resolute,['justified'],케르디오,[],[],[],[],5,1.4,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['water'],legendary,water,fighting,48.5
0648,['serene-grace'],메로엣타,[],[],[],[],5,,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],legendary,normal,psychic,
0648-pirouette,['serene-grace'],메로엣타,[],[],[],[],5,0.6,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],legendary,normal,fighting,6.5
0649,['download'],게노세크트,[],[],[],[],5,1.5,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_fly']",['land'],legendary,bug,steel,82.5
0650,"['overgrow', 'bulletproof']",도치마론,['candy_50'],['0651'],[],[],6,0.4,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,9.0
0651,"['overgrow', 'bulletproof']",도치보구,['candy_100'],['0652'],[],[],6,0.7,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,29.0
0652,"['overgrow', 'bulletproof']",브리가론,[],[],[],[],6,1.6,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,fighting,90.0
0652-mega,[],브리가론,[],[],[],[],6,1.6,0.18,0.12,0.3,0.88,50,[],['land'],epic,grass,fighting,90.0
0653,"['blaze', 'magician']",푸호꼬,['candy_50'],['0654'],[],[],6,0.4,0.18,0.12,0.3,0.88,50,['move_cut'],['land'],epic,fire,,9.4
0654,"['blaze', 'magician']",테르나,['candy_100'],['0655'],[],[],6,1.0,0.18,0.12,0.3,0.88,50,['move_cut'],['land'],epic,fire,,14.5
0655,"['blaze', 'magician']",마폭시,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,['move_cut'],['land'],epic,fire,psychic,39.0
0655-mega,[],마폭시,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,psychic,39.0
0656,"['torrent', 'protean']",개구마르,['candy_50'],['0657'],[],[],6,0.3,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,7.0
0657,"['torrent', 'protean']",개굴반장,['candy_100'],['0658'],[],[],6,0.6,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,10.9
0658,"['torrent', 'protean']",개굴닌자,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,dark,40.0
0658-battle-bond,['battle-bond'],개굴닌자,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall']",['water'],epic,water,dark,40.0
0658-ash,['battle-bond'],개굴닌자,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall']",['water'],epic,water,dark,40.0
0658-mega,[],개굴닌자,[],[],[],[],6,1.5,0.18,0.12,0.3,0.88,50,[],['water'],epic,water,dark,40.0
0659,"['pickup', 'cheek-pouch', 'huge-power']",파르빗,['candy_40'],['0660'],[],[],6,0.4,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,5.0
0660,"['pickup', 'cheek-pouch', 'huge-power']",파르토,[],[],[],[],6,1.0,0.5,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,ground,42.4
0661,"['big-pecks', 'gale-wings']",화살꼬빈,['candy_30'],['0662'],[],[],6,0.3,1.0,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],common,normal,flying,1.7
0662,"['flame-body', 'gale-wings']",불화살빈,['candy_60'],['0663'],[],[],6,0.7,0.47,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],rare,fire,flying,16.0
0663,"['flame-body', 'gale-wings']",파이어로,[],[],[],[],6,1.2,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],epic,fire,flying,24.5
0664,"['shield-dust', 'compound-eyes', 'friend-guard']",분이벌레,['candy_25'],['0665'],[],[],6,0.3,1.0,0.5,0.3,0.5,50,[],['land'],common,bug,,2.5
0665,"['shed-skin', 'friend-guard']",분떠도리,['candy_50'],['0666'],[],[],6,0.3,0.47,0.5,0.3,0.5,50,[],['land'],rare,bug,,8.4
0666,"['shield-dust', 'compound-eyes', 'friend-guard']",비비용,[],[],[],[],6,1.2,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],epic,bug,flying,17.0
0667,"['rivalry', 'unnerve', 'moxie']",레오꼬,['candy_40'],['0668'],[],[],6,0.6,0.86,0.88,0.3,0.12,50,"['move_rock-smash', 'move_strength']",['land'],common,fire,normal,13.5
0668,"['rivalry', 'unnerve', 'moxie']",화염레오,[],[],[],[],6,1.5,0.25,0.88,0.3,0.12,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,normal,81.5
0668-mega,[],화염레오,[],[],[],[],6,1.5,0.25,0.88,0.3,0.12,50,[],['land'],rare,fire,normal,93.3
0669-red,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.88,1.0,0.3,0.0,50,['move_flash'],['land'],common,fairy,,
0669-yellow,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.88,1.0,0.3,0.0,50,['move_flash'],['land'],common,fairy,,
0669-orange,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.88,1.0,0.3,0.0,50,['move_flash'],['land'],common,fairy,,
0669-blue,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.88,1.0,0.3,0.0,50,['move_flash'],['land'],common,fairy,,
0669-white,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.88,1.0,0.3,0.0,50,['move_flash'],['land'],common,fairy,,
0670-red,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,
0670-yellow,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,
0670-orange,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,
0670-blue,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,
0670-white,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,
0670-eternal,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,0.2,0.47,1.0,0.3,0.0,50,['move_flash'],['land'],rare,fairy,,0.9
0670-mega,[],플라엣테,['shiny-stone'],['0671'],[],[],6,0.2,0.47,1.0,0.3,0.0,50,[],['land'],rare,fairy,,100.8
0671-red,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.18,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,fairy,,
0671-yellow,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.18,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,fairy,,
0671-orange,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.18,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,fairy,,
0671-blue,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.18,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,fairy,,
0671-white,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.18,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,fairy,,
0672,"['sap-sipper', 'grass-pelt']",메이클,['candy_40'],['0673'],[],[],6,0.9,0.78,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],common,grass,,31.0
0673,"['sap-sipper', 'grass-pelt']",고고트,[],[],[],[],6,1.7,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,grass,,91.0
0674,"['iron-fist', 'mold-breaker', 'scrappy']",판짱,['candy_36'],['0675'],[],[],6,0.6,0.86,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,8.0
0675,"['iron-fist', 'mold-breaker', 'scrappy']",부란다,[],[],[],[],6,2.1,0.25,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,dark,136.0
0676,['fur-coat'],트리미앙,[],[],[],[],6,1.2,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,28.0
0676-heart,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-star,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-diamond,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-debutante,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-matron,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-dandy,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-la-reine,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-kabuki,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0676-pharaoh,['fur-coat'],트리미앙,[],[],[],[],6,,0.63,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,
0677,"['keen-eye', 'infiltrator', 'own-tempo']",냐스퍼,['candy_38'],['0678'],[],[],6,0.3,0.75,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],common,psychic,,3.5
0678,"['keen-eye', 'infiltrator', 'ptierster']",냐오닉스,[],[],[],[],6,,0.29,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut']",['land'],rare,psychic,,
0678-mega,[],냐오닉스,[],[],[],[],6,0.8,0.29,0.5,0.3,0.5,50,[],['land'],rare,psychic,,10.1
0679,['no-guard'],단칼빙,['candy_50'],['0680'],[],[],6,0.8,0.71,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],common,steel,ghost,2.0
0680,['no-guard'],쌍검킬,['dusk-stone'],['0681'],[],[],6,0.8,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],rare,steel,ghost,4.5
0681,['stance-change'],킬가르도,[],[],[],[],6,,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],epic,steel,ghost,
0681-blade,['stance-change'],킬가르도,[],[],[],[],6,,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],epic,steel,ghost,
