id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,skills,spawn,tier,type1,type2,weight_kg,growth_group,base_exp
0623-mega,[],골루그,[],[],[],[],5,4.0,0.2,0.0,0.6,0.0,[],['land'],epic,ground,ghost,330.0,medium_fast,169
624,"['defiant', 'inner-focus', 'pressure']",자망칼,['candy_70'],['0625'],[],[],5,0.5,0.38,0.5,0.45,0.5,"['move_mean-look', 'move_cut', 'move_rock-smash']",['land'],rare,dark,steel,10.2,medium_fast,68
625,"['defiant', 'inner-focus', 'pressure']",절각참,['leaders-crest'],['0983'],[],[],5,1.6,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash']",['land'],epic,dark,steel,70.0,medium_fast,172
626,"['reckless', 'sap-sipper', 'soundproof']",버프론,[],[],[],[],5,1.6,0.14,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,94.6,medium_fast,172
627,"['keen-eye', 'sheer-force', 'hustle']",수리둥보,"['candy_54', 'candy_54']","['0628', '0628_hisui']",[],[],5,0.5,0.55,0.0,0.45,1.0,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,normal,flying,10.5,slow,70
628,"['keen-eye', 'sheer-force', 'defiant']",워글,[],[],[],[],5,1.5,0.19,0.0,0.6,1.0,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",epic,normal,flying,41.0,slow,179
0628_hisui,"['keen-eye', 'sheer-force', 'tinted-lens']",워글,[],[],[],[],5,1.7,0.19,0.0,0.6,1.0,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,psychic,flying,43.4,slow,179
629,"['big-pecks', 'overcoat', 'weak-armor']",벌차이,['candy_54'],['0630'],[],[],5,0.5,0.55,1.0,0.45,0.0,"['move_mean-look', 'move_defog', 'move_cut', 'move_rock-smash', 'move_fly']",['land'],rare,dark,flying,9.0,slow,74
630,"['big-pecks', 'overcoat', 'weak-armor']",버랜지나,[],[],[],[],5,1.2,0.19,1.0,0.6,0.0,"['move_mean-look', 'move_defog', 'move_cut', 'move_rock-smash', 'move_fly']","['land','water']",epic,dark,flying,39.5,slow,179
631,"['gluttony', 'flash-fire', 'white-smoke']",앤티골,[],[],[],[],5,1.4,0.28,0.5,0.45,0.5,"['move_cut', 'move_rock-smash']",['land'],rare,fire,,58.0,medium_fast,169
632,"['swarm', 'hustle', 'truant']",아이앤트,[],[],[],[],5,0.3,0.28,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,steel,33.0,medium_fast,169
633,['hustle'],모노두,['candy_50'],['0634'],[],[],5,0.8,0.14,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,dark,dragon,17.3,slow,60
634,['hustle'],디헤드,['candy_80'],['0635'],[],[],5,1.4,0.14,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,dark,dragon,50.0,slow,147
635,['levitate'],삼삼드래,[],[],[],[],5,1.8,0.14,0.5,0.6,0.5,"['move_surf', 'move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",epic,dark,dragon,160.0,slow,270
636,"['flame-body', 'swarm']",활화르바,['candy_59'],['0637'],[],[],5,1.1,0.14,0.5,0.6,0.5,[],['land'],epic,bug,fire,28.8,slow,72
637,"['flame-body', 'swarm']",불카모스,[],[],[],[],5,1.6,0.05,0.5,0.6,0.5,"['move_defog', 'move_fly']","['land','water']",epic,bug,fire,46.0,slow,248
638,['justified'],코바르온,[],[],[],[],5,2.1,0.01,0.0,0.75,0.0,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,steel,fighting,250.0,slow,261
639,['justified'],테라키온,[],[],[],[],5,1.9,0.01,0.0,0.75,0.0,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,rock,fighting,260.0,slow,261
640,['justified'],비리디온,[],[],[],[],5,2.0,0.01,0.0,0.75,0.0,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,grass,fighting,200.0,slow,261
641,"['ptierster', 'defiant']",토네로스,[],[],[],[],5,,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,flying,,,slow,261
0641-therian,['regenerator'],토네로스,[],[],[],[],5,1.4,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,flying,,63.0,slow,261
642,"['ptierster', 'defiant']",볼트로스,[],[],[],[],5,,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,electric,flying,,slow,261
0642-therian,['volt-absorb'],볼트로스,[],[],[],[],5,3.0,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,electric,flying,61.0,slow,261
643,['turboblaze'],레시라무,[],[],[],[],5,3.2,0.01,0.0,0.75,0.0,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,dragon,fire,330.0,slow,306
644,['teravolt'],제크로무,[],[],[],[],5,2.9,0.01,0.0,0.75,0.0,"['move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,dragon,electric,345.0,slow,306
645,"['sand-force', 'sheer-force']",랜드로스,[],[],[],[],5,,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,ground,flying,,slow,270
0645-therian,['intimidate'],랜드로스,[],[],[],[],5,1.3,0.01,0.0,0.75,1.0,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",legendary,ground,flying,68.0,slow,270
646,['pressure'],큐레무,[],[],[],[],5,3.0,0.01,0.0,0.75,0.0,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0,slow,297
0646-white,['teravolt'],큐레무,[],[],[],[],5,3.6,0.01,0.0,0.75,0.0,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0,slow,297
0646-black,['turboblaze'],큐레무,[],[],[],[],5,3.3,0.01,0.0,0.75,0.0,"['move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,dragon,ice,325.0,slow,297
647,['justified'],케르디오,[],[],[],[],5,,0.01,0.0,0.75,0.0,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['water'],legendary,water,fighting,,slow,261
0647-resolute,['justified'],케르디오,[],[],[],[],5,1.4,0.01,0.0,0.75,0.0,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['water'],legendary,water,fighting,48.5,slow,261
648,['serene-grace'],메로엣타,[],[],[],[],5,,0.01,0.0,0.75,0.0,"['move_flash', 'move_rock-smash', 'move_strength']","['land','water']",legendary,normal,psychic,,slow,270
0648-pirouette,['serene-grace'],메로엣타,[],[],[],[],5,0.6,0.01,0.0,0.75,0.0,"['move_flash', 'move_rock-smash', 'move_strength']","['land','water']",legendary,normal,fighting,6.5,slow,270
649,['download'],게노세크트,[],[],[],[],5,1.5,0.01,0.0,0.75,0.0,"['move_flash', 'move_fly']",['land'],legendary,bug,steel,82.5,slow,270
650,"['overgrow', 'bulletproof']",도치마론,['candy_50'],['0651'],[],[],6,0.4,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,9.0,medium_slow,63
651,"['overgrow', 'bulletproof']",도치보구,['candy_100'],['0652'],[],[],6,0.7,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,29.0,medium_slow,142
652,"['overgrow', 'bulletproof']",브리가론,[],[],[],[],6,1.6,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,fighting,90.0,medium_slow,239
0652-mega,[],브리가론,[],[],[],[],6,1.6,0.14,0.12,0.6,0.88,[],['land'],epic,grass,fighting,90.0,medium_slow,239
653,"['blaze', 'magician']",푸호꼬,['candy_50'],['0654'],[],[],6,0.4,0.14,0.12,0.6,0.88,['move_cut'],['land'],epic,fire,,9.4,medium_slow,61
654,"['blaze', 'magician']",테르나,['candy_100'],['0655'],[],[],6,1.0,0.14,0.12,0.6,0.88,['move_cut'],['land'],epic,fire,,14.5,medium_slow,143
655,"['blaze', 'magician']",마폭시,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,['move_cut'],['land'],epic,fire,psychic,39.0,medium_slow,240
0655-mega,[],마폭시,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,[],['land'],epic,fire,psychic,39.0,medium_slow,240
656,"['torrent', 'protean']",개구마르,['candy_50'],['0657'],[],[],6,0.3,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,7.0,medium_slow,63
657,"['torrent', 'protean']",개굴반장,['candy_100'],['0658'],[],[],6,0.6,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,10.9,medium_slow,142
658,"['torrent', 'protean']",개굴닌자,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,water,dark,40.0,medium_slow,239
0658-battle-bond,['battle-bond'],개굴닌자,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,"['move_surf', 'move_waterfall']","['land','water']",epic,water,dark,40.0,medium_slow,239
0658-ash,['battle-bond'],개굴닌자,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,"['move_surf', 'move_waterfall']","['land','water']",epic,water,dark,40.0,medium_slow,239
0658-mega,[],개굴닌자,[],[],[],[],6,1.5,0.14,0.12,0.6,0.88,[],"['land','water']",epic,water,dark,40.0,medium_slow,239
659,"['pickup', 'cheek-pouch', 'huge-power']",파르빗,['candy_40'],['0660'],[],[],6,0.4,0.8,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,5.0,medium_fast,47
660,"['pickup', 'cheek-pouch', 'huge-power']",파르토,[],[],[],[],6,1.0,0.4,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,ground,42.4,medium_fast,148
661,"['big-pecks', 'gale-wings']",화살꼬빈,['candy_30'],['0662'],[],[],6,0.3,0.8,0.5,0.35,0.5,"['move_defog', 'move_fly']",['land'],common,normal,flying,1.7,medium_slow,56
662,"['flame-body', 'gale-wings']",불화살빈,['candy_60'],['0663'],[],[],6,0.7,0.38,0.5,0.45,0.5,"['move_defog', 'move_fly']","['land','water']",rare,fire,flying,16.0,medium_slow,134
663,"['flame-body', 'gale-wings']",파이어로,[],[],[],[],6,1.2,0.14,0.5,0.6,0.5,"['move_defog', 'move_fly']","['land','water']",epic,fire,flying,24.5,medium_slow,175
664,"['shield-dust', 'compound-eyes', 'friend-guard']",분이벌레,['candy_25'],['0665'],[],[],6,0.3,0.8,0.5,0.35,0.5,[],['land'],common,bug,,2.5,medium_fast,40
665,"['shed-skin', 'friend-guard']",분떠도리,['candy_50'],['0666'],[],[],6,0.3,0.38,0.5,0.45,0.5,[],['land'],rare,bug,,8.4,medium_fast,75
666,"['shield-dust', 'compound-eyes', 'friend-guard']",비비용,[],[],[],[],6,1.2,0.14,0.5,0.6,0.5,"['move_flash', 'move_defog']","['land','water']",epic,bug,flying,17.0,medium_fast,185
667,"['rivalry', 'unnerve', 'moxie']",레오꼬,['candy_40'],['0668'],[],[],6,0.6,0.69,0.88,0.35,0.12,"['move_rock-smash', 'move_strength']",['land'],common,fire,normal,13.5,medium_slow,74
668,"['rivalry', 'unnerve', 'moxie']",화염레오,[],[],[],[],6,1.5,0.2,0.88,0.45,0.12,"['move_rock-smash', 'move_strength']",['land'],rare,fire,normal,81.5,medium_slow,177
0668-mega,[],화염레오,[],[],[],[],6,1.5,0.2,0.88,0.45,0.12,[],['land'],rare,fire,normal,93.3,medium_slow,177
0669-red,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.7,1.0,0.35,0.0,['move_flash'],"['land','water']",common,fairy,,,medium_fast,61
0669-yellow,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.7,1.0,0.35,0.0,['move_flash'],"['land','water']",common,fairy,,,medium_fast,61
0669-orange,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.7,1.0,0.35,0.0,['move_flash'],"['land','water']",common,fairy,,,medium_fast,61
0669-blue,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.7,1.0,0.35,0.0,['move_flash'],"['land','water']",common,fairy,,,medium_fast,61
0669-white,"['flower-veil', 'symbiosis']",플라베베,['candy_38'],['0670'],[],[],6,,0.7,1.0,0.35,0.0,['move_flash'],"['land','water']",common,fairy,,,medium_fast,61
0670-red,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,,medium_fast,130
0670-yellow,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,,medium_fast,130
0670-orange,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,,medium_fast,130
0670-blue,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,,medium_fast,130
0670-white,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,,medium_fast,130
0670-eternal,"['flower-veil', 'symbiosis']",플라엣테,['shiny-stone'],['0671'],[],[],6,0.2,0.38,1.0,0.45,0.0,['move_flash'],"['land','water']",rare,fairy,,0.9,medium_fast,130
0670-mega,[],플라엣테,['shiny-stone'],['0671'],[],[],6,0.2,0.38,1.0,0.45,0.0,[],"['land','water']",rare,fairy,,100.8,medium_fast,130
0671-red,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.14,1.0,0.6,0.0,"['move_flash', 'move_defog']","['land','water']",epic,fairy,,,medium_fast,248
0671-yellow,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.14,1.0,0.6,0.0,"['move_flash', 'move_defog']","['land','water']",epic,fairy,,,medium_fast,248
0671-orange,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.14,1.0,0.6,0.0,"['move_flash', 'move_defog']","['land','water']",epic,fairy,,,medium_fast,248
0671-blue,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.14,1.0,0.6,0.0,"['move_flash', 'move_defog']","['land','water']",epic,fairy,,,medium_fast,248
0671-white,"['flower-veil', 'symbiosis']",플라제스,[],[],[],[],6,,0.14,1.0,0.6,0.0,"['move_flash', 'move_defog']","['land','water']",epic,fairy,,,medium_fast,248
672,"['sap-sipper', 'grass-pelt']",메이클,['candy_40'],['0673'],[],[],6,0.9,0.62,0.5,0.35,0.5,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],common,grass,,31.0,medium_fast,70
673,"['sap-sipper', 'grass-pelt']",고고트,[],[],[],[],6,1.7,0.14,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,grass,,91.0,medium_fast,186
674,"['iron-fist', 'mold-breaker', 'scrappy']",판짱,['candy_36'],['0675'],[],[],6,0.6,0.69,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,8.0,medium_fast,70
675,"['iron-fist', 'mold-breaker', 'scrappy']",부란다,[],[],[],[],6,2.1,0.2,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,dark,136.0,medium_fast,173
676,['fur-coat'],트리미앙,[],[],[],[],6,1.2,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,28.0,medium_fast,165
0676-heart,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-star,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-diamond,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-debutante,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-matron,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-dandy,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-la-reine,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-kabuki,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
0676-pharaoh,['fur-coat'],트리미앙,[],[],[],[],6,,0.5,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_rock-smash']",['land'],common,normal,,,medium_fast,165
677,"['keen-eye', 'infiltrator', 'own-tempo']",냐스퍼,['candy_38'],['0678'],[],[],6,0.3,0.6,0.5,0.35,0.5,"['move_flash', 'move_cut']",['land'],common,psychic,,3.5,medium_fast,71
678,"['keen-eye', 'infiltrator', 'ptierster']",냐오닉스,[],[],[],[],6,,0.23,0.5,0.45,0.5,"['move_mean-look', 'move_flash', 'move_cut']",['land'],rare,psychic,,,medium_fast,163
0678-mega,[],냐오닉스,[],[],[],[],6,0.8,0.23,0.5,0.45,0.5,[],['land'],rare,psychic,,10.1,medium_fast,163
679,['no-guard'],단칼빙,['candy_50'],['0680'],[],[],6,0.8,0.57,0.5,0.35,0.5,"['move_cut', 'move_rock-smash']",['land'],common,steel,ghost,2.0,medium_fast,65
680,['no-guard'],쌍검킬,['dusk-stone'],['0681'],[],[],6,0.8,0.28,0.5,0.45,0.5,"['move_cut', 'move_rock-smash']",['land'],rare,steel,ghost,4.5,medium_fast,157
681,['stance-change'],킬가르도,[],[],[],[],6,,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash']",['land'],epic,steel,ghost,,medium_fast,234
0681-blade,['stance-change'],킬가르도,[],[],[],[],6,,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash']",['land'],epic,steel,ghost,,medium_fast,234
682,"['healer', 'aroma-veil']",슈쁘,['sachet'],['0683'],[],[],6,0.2,0.62,0.5,0.35,0.5,['move_flash'],['land'],common,fairy,,0.5,medium_fast,68
683,"['healer', 'aroma-veil']",프레프티르,[],[],[],[],6,0.8,0.44,0.5,0.45,0.5,['move_flash'],['land'],rare,fairy,,15.5,medium_fast,162
684,"['sweet-veil', 'unburden']",나룸퍼프,['whipped-dream'],['0685'],[],[],6,0.4,0.62,0.5,0.35,0.5,"['move_surf', 'move_flash']",['land'],common,fairy,,3.5,medium_fast,68
685,"['sweet-veil', 'unburden']",나루림,[],[],[],[],6,0.8,0.44,0.5,0.45,0.5,"['move_surf', 'move_flash']",['land'],rare,fairy,,5.0,medium_fast,168
686,"['contrary', 'suction-cups', 'infiltrator']",오케이징,['candy_50'],['0687'],[],[],6,0.4,0.6,0.5,0.35,0.5,"['move_flash', 'move_cut']","['land','water']",common,dark,psychic,3.5,medium_fast,58
687,"['contrary', 'suction-cups', 'infiltrator']",칼라마네로,[],[],[],[],6,1.5,0.25,0.5,0.45,0.5,"['move_flash', 'move_cut']","['land','water']",rare,dark,psychic,47.0,medium_fast,169
0687-mega,[],칼라마네로,[],[],[],[],6,2.9,0.25,0.5,0.45,0.5,[],"['land','water']",rare,dark,psychic,69.8,medium_fast,169
688,"['tough-claws', 'sniper', 'pickpocket']",거북손손,['candy_39'],['0689'],[],[],6,0.5,0.38,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,rock,water,31.0,medium_fast,61
689,"['tough-claws', 'sniper', 'pickpocket']",거북손데스,[],[],[],[],6,1.3,0.14,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],rare,rock,water,96.0,medium_fast,175
0689-mega,[],거북손데스,[],[],[],[],6,2.2,0.14,0.5,0.45,0.5,[],['land'],rare,rock,fighting,100.0,medium_fast,175
690,"['poison-point', 'poison-touch', 'adaptability']",수레기,['candy_48'],['0691'],[],[],6,0.5,0.7,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,poison,water,7.3,medium_fast,64
691,"['poison-point', 'poison-touch', 'adaptability']",드래캄,[],[],[],[],6,1.8,0.18,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,poison,dragon,81.5,medium_fast,173
0691-mega,[],드래캄,[],[],[],[],6,2.1,0.18,0.5,0.45,0.5,[],['land'],rare,poison,dragon,100.3,medium_fast,173
692,['mega-launcher'],완철포,['candy_40'],['0693'],[],[],6,0.5,0.7,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],common,water,,8.3,slow,66
693,['mega-launcher'],블로스터,[],[],[],[],6,1.3,0.18,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],rare,water,,35.3,slow,100
694,"['dry-skin', 'sand-veil', 'solar-power']",목도리키텔,['sun-stone'],['0695'],[],[],6,0.5,0.6,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_cut']",['land'],common,electric,normal,6.0,medium_fast,58
695,"['dry-skin', 'sand-veil', 'solar-power']",일레도리자드,[],[],[],[],6,1.0,0.23,0.5,0.45,0.5,"['move_surf', 'move_flash', 'move_cut']",['land'],rare,electric,normal,21.0,medium_fast,168
696,"['strong-jaw', 'sturdy']",티고라스,['candy_40+time_day'],['0697'],[],[],6,0.8,0.14,0.12,0.35,0.88,"['move_rock-smash', 'move_strength']",['land'],common,rock,dragon,26.0,medium_fast,72
697,"['strong-jaw', 'rock-head']",견고라스,[],[],[],[],6,2.5,0.14,0.12,0.45,0.88,"['move_rock-smash', 'move_strength']",['land'],rare,rock,dragon,270.0,medium_fast,182
698,"['refrigerate', 'snow-warning']",아마루스,['candy_40+time_night'],['0699'],[],[],6,1.3,0.14,0.12,0.35,0.88,"['move_flash', 'move_rock-smash']",['land'],common,rock,ice,25.2,medium_fast,72
699,"['refrigerate', 'snow-warning']",아마루르가,[],[],[],[],6,2.7,0.14,0.12,0.45,0.88,"['move_flash', 'move_rock-smash']",['land'],rare,rock,ice,225.0,medium_fast,104
700,"['cute-charm', 'pixilate']",님피아,[],[],[],[],6,1.0,0.14,0.12,0.45,0.88,"['move_flash', 'move_cut']",['land'],rare,fairy,,23.5,medium_fast,184
701,"['limber', 'unburden', 'mold-breaker']",루차불,[],[],[],[],6,0.8,0.31,0.5,0.35,0.5,"['move_mean-look', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],common,fighting,flying,21.5,medium_fast,175
